time,open,high,low,close,tick_volume,spread,real_volume
2025-07-10 20:25:00,1.16954,1.16972,1.16951,1.1697,70,9,0
2025-07-10 20:30:00,1.1697,1.16976,1.16959,1.16964,62,9,0
2025-07-10 20:35:00,1.16964,1.16975,1.16964,1.16975,38,9,0
2025-07-10 20:40:00,1.16975,1.16988,1.1697,1.16974,75,9,0
2025-07-10 20:45:00,1.16974,1.1698,1.16961,1.16978,70,9,0
2025-07-10 20:50:00,1.16978,1.16987,1.16972,1.16978,108,9,0
2025-07-10 20:55:00,1.16981,1.16998,1.16975,1.16985,79,9,0
2025-07-10 21:00:00,1.16985,1.16993,1.1696900000000001,1.1697,48,22,0
2025-07-10 21:05:00,1.16972,1.16973,1.16968,1.1697,35,53,0
2025-07-10 21:10:00,1.16972,1.16973,1.1696900000000001,1.16972,21,53,0
2025-07-10 21:15:00,1.16971,1.16978,1.1696900000000001,1.16971,53,53,0
2025-07-10 21:20:00,1.16971,1.16975,1.1696900000000001,1.1696900000000001,45,53,0
2025-07-10 21:25:00,1.16971,1.16975,1.1696900000000001,1.16972,30,53,0
2025-07-10 21:30:00,1.16972,1.16992,1.1697,1.16972,71,22,0
2025-07-10 21:35:00,1.16973,1.1699,1.16971,1.16978,105,22,0
2025-07-10 21:40:00,1.1698,1.16984,1.16977,1.16981,90,53,0
2025-07-10 21:45:00,1.16981,1.16998,1.16967,1.16972,79,22,0
2025-07-10 21:50:00,1.16975,1.16999,1.16967,1.1698,97,22,0
2025-07-10 21:55:00,1.16982,1.17005,1.16982,1.17002,69,53,0
2025-07-10 22:00:00,1.17022,1.17035,1.17019,1.1702,104,9,0
2025-07-10 22:05:00,1.1702,1.17036,1.1702,1.17036,40,9,0
2025-07-10 22:10:00,1.17036,1.17038,1.1703000000000001,1.17035,42,9,0
2025-07-10 22:15:00,1.17035,1.17042,1.17032,1.17036,43,9,0
2025-07-10 22:20:00,1.17036,1.17042,1.17026,1.1703999999999999,65,9,0
2025-07-10 22:25:00,1.1703999999999999,1.17042,1.17034,1.17036,39,9,0
2025-07-10 22:30:00,1.17036,1.17053,1.17035,1.17048,63,9,0
2025-07-10 22:35:00,1.17048,1.17048,1.17026,1.17037,50,9,0
2025-07-10 22:40:00,1.17036,1.17055,1.17036,1.17045,63,9,0
2025-07-10 22:45:00,1.17044,1.17058,1.17044,1.17056,64,9,0
2025-07-10 22:50:00,1.17055,1.17068,1.17051,1.17068,40,9,0
2025-07-10 22:55:00,1.1706699999999999,1.17068,1.17051,1.17052,53,9,0
2025-07-10 23:00:00,1.17049,1.17052,1.17035,1.17035,66,9,0
2025-07-10 23:05:00,1.17036,1.17055,1.17034,1.17047,60,9,0
2025-07-10 23:10:00,1.17047,1.17052,1.17042,1.17042,36,9,0
2025-07-10 23:15:00,1.17043,1.17045,1.17034,1.17038,39,9,0
2025-07-10 23:20:00,1.17039,1.17054,1.17036,1.17047,49,9,0
2025-07-10 23:25:00,1.17047,1.17056,1.17046,1.17047,45,9,0
2025-07-10 23:30:00,1.17047,1.17048,1.17034,1.17036,61,9,0
2025-07-10 23:35:00,1.17036,1.17036,1.17026,1.17028,28,9,0
2025-07-10 23:40:00,1.17028,1.1703000000000001,1.17007,1.17013,67,9,0
2025-07-10 23:45:00,1.17013,1.1703999999999999,1.17013,1.1703999999999999,75,9,0
2025-07-10 23:50:00,1.17041,1.17043,1.17007,1.17011,72,9,0
2025-07-10 23:55:00,1.1701,1.17014,1.16988,1.17013,141,9,0
2025-07-11 00:00:00,1.17014,1.17045,1.17009,1.17011,282,9,0
2025-07-11 00:05:00,1.17009,1.17017,1.16891,1.16925,372,9,0
2025-07-11 00:10:00,1.16926,1.16959,1.16922,1.16933,204,9,0
2025-07-11 00:15:00,1.16934,1.16955,1.16806,1.16806,633,9,0
2025-07-11 00:20:00,1.16808,1.16814,1.16741,1.16761,545,9,0
2025-07-11 00:25:00,1.16761,1.16792,1.16739,1.16767,374,9,0
2025-07-11 00:30:00,1.16767,1.16782,1.16678,1.16722,520,9,0
2025-07-11 00:35:00,1.16721,1.16727,1.16644,1.16708,382,9,0
2025-07-11 00:40:00,1.16708,1.16748,1.16696,1.16708,267,9,0
2025-07-11 00:45:00,1.16707,1.16727,1.16683,1.16715,319,9,0
2025-07-11 00:50:00,1.16715,1.16726,1.16668,1.16675,305,9,0
2025-07-11 00:55:00,1.16672,1.16805,1.16647,1.16746,715,9,0
2025-07-11 01:00:00,1.16744,1.16769,1.16726,1.16733,312,9,0
2025-07-11 01:05:00,1.16732,1.16757,1.16683,1.1670099999999999,319,9,0
2025-07-11 01:10:00,1.16703,1.16746,1.1670099999999999,1.16731,234,9,0
2025-07-11 01:15:00,1.16732,1.16776,1.16729,1.1676199999999999,292,9,0
2025-07-11 01:20:00,1.16763,1.16767,1.16726,1.16756,264,9,0
2025-07-11 01:25:00,1.16756,1.16792,1.16746,1.16776,236,9,0
2025-07-11 01:30:00,1.16778,1.16808,1.16771,1.16788,254,9,0
2025-07-11 01:35:00,1.1678600000000001,1.16828,1.16778,1.16819,256,9,0
2025-07-11 01:40:00,1.16818,1.16856,1.16807,1.16826,227,9,0
2025-07-11 01:45:00,1.16827,1.16835,1.16782,1.16801,194,9,0
2025-07-11 01:50:00,1.168,1.16808,1.1676,1.16772,225,9,0
2025-07-11 01:55:00,1.1677,1.16776,1.16737,1.16749,177,9,0
2025-07-11 02:00:00,1.16751,1.16768,1.16736,1.16748,198,9,0
2025-07-11 02:05:00,1.1675,1.1676199999999999,1.16728,1.1675,193,9,0
2025-07-11 02:10:00,1.16749,1.16754,1.16734,1.16744,148,9,0
2025-07-11 02:15:00,1.16742,1.16764,1.16736,1.16741,150,9,0
2025-07-11 02:20:00,1.16744,1.16763,1.16732,1.16753,171,9,0
2025-07-11 02:25:00,1.16753,1.16777,1.1675200000000001,1.16756,147,9,0
2025-07-11 02:30:00,1.16756,1.16758,1.16729,1.16748,207,9,0
2025-07-11 02:35:00,1.16748,1.16774,1.16748,1.16757,166,9,0
2025-07-11 02:40:00,1.16757,1.1676199999999999,1.16732,1.16754,161,9,0
2025-07-11 02:45:00,1.16754,1.16756,1.1672,1.16726,135,9,0
2025-07-11 02:50:00,1.16726,1.1674,1.16723,1.16724,156,9,0
2025-07-11 02:55:00,1.16724,1.1673,1.16703,1.16706,127,9,0
2025-07-11 03:00:00,1.16707,1.1673,1.16696,1.1673,166,9,0
2025-07-11 03:05:00,1.16729,1.1674,1.16724,1.16732,139,9,0
2025-07-11 03:10:00,1.16733,1.16759,1.16726,1.16754,129,9,0
2025-07-11 03:15:00,1.16754,1.16777,1.16754,1.16771,113,9,0
2025-07-11 03:20:00,1.16774,1.16795,1.16771,1.1679,121,9,0
2025-07-11 03:25:00,1.1679,1.16818,1.1678600000000001,1.16815,163,9,0
2025-07-11 03:30:00,1.16815,1.16819,1.16806,1.16812,113,9,0
2025-07-11 03:35:00,1.16812,1.16833,1.16803,1.16822,92,9,0
2025-07-11 03:40:00,1.16821,1.16841,1.16816,1.16824,105,9,0
2025-07-11 03:45:00,1.16824,1.16834,1.16814,1.16815,93,9,0
2025-07-11 03:50:00,1.16815,1.16819,1.16793,1.16807,132,9,0
2025-07-11 03:55:00,1.16806,1.16828,1.16802,1.16812,114,9,0
2025-07-11 04:00:00,1.16812,1.16814,1.16792,1.168,112,9,0
2025-07-11 04:05:00,1.168,1.16826,1.16798,1.1681,96,9,0
2025-07-11 04:10:00,1.1681,1.1681,1.1678600000000001,1.16787,118,9,0
2025-07-11 04:15:00,1.16787,1.16788,1.16758,1.1676,149,9,0
2025-07-11 04:20:00,1.1676,1.16764,1.16739,1.16742,143,9,0
2025-07-11 04:25:00,1.16743,1.16743,1.16692,1.16697,126,9,0
2025-07-11 04:30:00,1.16698,1.16716,1.16689,1.16711,118,9,0
2025-07-11 04:35:00,1.16711,1.16742,1.16706,1.16734,148,9,0
2025-07-11 04:40:00,1.16734,1.16734,1.16703,1.1671,135,9,0
2025-07-11 04:45:00,1.1671,1.16731,1.16707,1.16723,111,9,0
2025-07-11 04:50:00,1.16723,1.1675,1.16718,1.16747,132,9,0
2025-07-11 04:55:00,1.16748,1.16764,1.16745,1.1676,130,9,0
2025-07-11 05:00:00,1.16759,1.16777,1.1675200000000001,1.16776,136,9,0
2025-07-11 05:05:00,1.16776,1.1678,1.16757,1.16766,157,9,0
2025-07-11 05:10:00,1.16767,1.16785,1.16743,1.1677,148,9,0
2025-07-11 05:15:00,1.1677,1.16804,1.16768,1.16804,121,9,0
2025-07-11 05:20:00,1.16802,1.1682,1.16795,1.16819,172,9,0
2025-07-11 05:25:00,1.16819,1.16821,1.16797,1.168,129,9,0
2025-07-11 05:30:00,1.16799,1.1682,1.16792,1.1682,136,9,0
2025-07-11 05:35:00,1.16819,1.16837,1.16807,1.16822,156,9,0
2025-07-11 05:40:00,1.16821,1.16826,1.16797,1.16799,129,9,0
2025-07-11 05:45:00,1.16799,1.1681,1.16792,1.16799,93,9,0
2025-07-11 05:50:00,1.16799,1.16802,1.16761,1.16763,154,9,0
2025-07-11 05:55:00,1.16764,1.16787,1.16761,1.16777,134,9,0
2025-07-11 06:00:00,1.16777,1.16777,1.1670099999999999,1.16739,280,9,0
2025-07-11 06:05:00,1.16741,1.1676199999999999,1.16719,1.1676,280,9,0
2025-07-11 06:10:00,1.16758,1.16772,1.16732,1.16757,275,9,0
2025-07-11 06:15:00,1.16757,1.16797,1.16757,1.16794,222,9,0
2025-07-11 06:20:00,1.16792,1.1682,1.16789,1.168,240,9,0
2025-07-11 06:25:00,1.168,1.16825,1.16797,1.16801,254,9,0
2025-07-11 06:30:00,1.16801,1.16821,1.16755,1.16767,255,9,0
2025-07-11 06:35:00,1.16768,1.1681300000000001,1.16768,1.16789,197,9,0
2025-07-11 06:40:00,1.16788,1.16821,1.16773,1.16808,250,9,0
2025-07-11 06:45:00,1.16808,1.16846,1.16795,1.16815,236,9,0
2025-07-11 06:50:00,1.16815,1.16834,1.16801,1.16817,248,9,0
2025-07-11 06:55:00,1.16817,1.16817,1.16737,1.16745,293,9,0
2025-07-11 07:00:00,1.16746,1.16814,1.16746,1.16814,319,9,0
2025-07-11 07:05:00,1.16816,1.16888,1.16806,1.16867,300,9,0
2025-07-11 07:10:00,1.16868,1.16877,1.16846,1.16863,258,9,0
2025-07-11 07:15:00,1.16865,1.16954,1.16865,1.16937,347,9,0
2025-07-11 07:20:00,1.16937,1.16955,1.16917,1.16949,271,9,0
2025-07-11 07:25:00,1.1695,1.16953,1.16925,1.16943,235,9,0
2025-07-11 07:30:00,1.16941,1.16944,1.16915,1.16927,241,9,0
2025-07-11 07:35:00,1.16927,1.1693500000000001,1.16909,1.16925,222,9,0
2025-07-11 07:40:00,1.16925,1.16939,1.16911,1.1691799999999999,196,9,0
2025-07-11 07:45:00,1.1691799999999999,1.1692,1.16895,1.16898,214,9,0
2025-07-11 07:50:00,1.16898,1.16906,1.1685,1.1685,252,9,0
2025-07-11 07:55:00,1.1685,1.16895,1.16834,1.16887,318,9,0
2025-07-11 08:00:00,1.16889,1.169,1.16841,1.16845,347,9,0
2025-07-11 08:05:00,1.16845,1.16869,1.16819,1.16858,270,9,0
2025-07-11 08:10:00,1.16859,1.16913,1.16841,1.16893,240,9,0
2025-07-11 08:15:00,1.16894,1.1692,1.16889,1.16904,226,9,0
2025-07-11 08:20:00,1.16902,1.16917,1.16858,1.1687,247,9,0
2025-07-11 08:25:00,1.1687,1.16891,1.1684700000000001,1.16855,200,9,0
2025-07-11 08:30:00,1.16854,1.16876,1.16832,1.16858,202,9,0
2025-07-11 08:35:00,1.16858,1.16867,1.1684,1.16846,184,9,0
2025-07-11 08:40:00,1.1684700000000001,1.16866,1.1684,1.1685,180,9,0
2025-07-11 08:45:00,1.16848,1.16864,1.16821,1.16836,250,9,0
2025-07-11 08:50:00,1.16835,1.16852,1.16792,1.16795,238,9,0
2025-07-11 08:55:00,1.16794,1.1683,1.16794,1.16818,224,9,0
2025-07-11 09:00:00,1.16819,1.1685,1.16808,1.16843,252,9,0
2025-07-11 09:05:00,1.16844,1.1684700000000001,1.1682299999999999,1.16843,168,9,0
2025-07-11 09:10:00,1.16844,1.1688399999999999,1.16841,1.16869,189,9,0
2025-07-11 09:15:00,1.16871,1.16885,1.16852,1.1686,201,9,0
2025-07-11 09:20:00,1.16861,1.16885,1.16842,1.16858,199,9,0
2025-07-11 09:25:00,1.16858,1.16861,1.1682,1.1682299999999999,165,9,0
2025-07-11 09:30:00,1.1682299999999999,1.1683,1.1681,1.16817,165,9,0
2025-07-11 09:35:00,1.16816,1.1687,1.16816,1.16867,200,9,0
2025-07-11 09:40:00,1.16866,1.16925,1.16862,1.16909,232,9,0
2025-07-11 09:45:00,1.1691,1.16911,1.16886,1.16903,153,9,0
2025-07-11 09:50:00,1.16905,1.16924,1.16891,1.16909,196,9,0
2025-07-11 09:55:00,1.1691,1.1695,1.16909,1.16944,219,9,0
2025-07-11 10:00:00,1.1694,1.16964,1.16936,1.16941,220,9,0
2025-07-11 10:05:00,1.16941,1.16956,1.16921,1.16921,197,9,0
2025-07-11 10:10:00,1.1692,1.16947,1.1692,1.1693500000000001,156,9,0
2025-07-11 10:15:00,1.16936,1.1695,1.16915,1.16934,180,9,0
2025-07-11 10:20:00,1.16934,1.16951,1.16928,1.16934,184,9,0
2025-07-11 10:25:00,1.16936,1.16939,1.16922,1.1693,154,9,0
2025-07-11 10:30:00,1.1693,1.16946,1.16888,1.1689,170,9,0
2025-07-11 10:35:00,1.1689,1.16901,1.16872,1.16889,149,9,0
2025-07-11 10:40:00,1.1689,1.16924,1.16889,1.1690800000000001,159,9,0
2025-07-11 10:45:00,1.16907,1.16915,1.16886,1.16895,170,9,0
2025-07-11 10:50:00,1.16895,1.16923,1.16883,1.16921,184,9,0
2025-07-11 10:55:00,1.1692,1.16936,1.1691,1.16922,231,9,0
2025-07-11 11:00:00,1.16921,1.16951,1.16907,1.16951,281,9,0
2025-07-11 11:05:00,1.16952,1.1699,1.1694,1.16987,244,9,0
2025-07-11 11:10:00,1.16987,1.17008,1.16959,1.16961,234,9,0
2025-07-11 11:15:00,1.16959,1.16972,1.16931,1.16932,218,9,0
2025-07-11 11:20:00,1.16932,1.16939,1.16898,1.16905,171,9,0
2025-07-11 11:25:00,1.16905,1.16909,1.16869,1.1688,220,9,0
2025-07-11 11:30:00,1.16879,1.16925,1.16876,1.16912,261,9,0
2025-07-11 11:35:00,1.16912,1.16934,1.1691,1.16919,159,9,0
2025-07-11 11:40:00,1.16921,1.16947,1.16913,1.16924,147,9,0
2025-07-11 11:45:00,1.16924,1.16946,1.16924,1.16933,148,9,0
2025-07-11 11:50:00,1.16933,1.1695,1.16887,1.16891,202,9,0
2025-07-11 11:55:00,1.16889,1.16903,1.16858,1.16872,304,9,0
2025-07-11 12:00:00,1.16871,1.16896,1.16858,1.16882,262,9,0
2025-07-11 12:05:00,1.16882,1.16883,1.16827,1.16831,246,9,0
2025-07-11 12:10:00,1.1683,1.16869,1.1682,1.1684700000000001,243,9,0
2025-07-11 12:15:00,1.1685,1.1686,1.16842,1.16853,178,9,0
2025-07-11 12:20:00,1.16853,1.16872,1.1682299999999999,1.16868,232,9,0
2025-07-11 12:25:00,1.16868,1.16901,1.16862,1.1688,156,9,0
2025-07-11 12:30:00,1.16883,1.16949,1.16877,1.16948,337,9,0
2025-07-11 12:35:00,1.16947,1.16997,1.16929,1.16931,373,9,0
2025-07-11 12:40:00,1.16931,1.1693500000000001,1.16871,1.16891,297,9,0
2025-07-11 12:45:00,1.16894,1.16925,1.1687400000000001,1.1688399999999999,279,9,0
2025-07-11 12:50:00,1.1688399999999999,1.16898,1.16852,1.16861,339,9,0
2025-07-11 12:55:00,1.16863,1.16888,1.16845,1.16881,266,9,0
2025-07-11 13:00:00,1.16882,1.16906,1.16868,1.16871,331,9,0
2025-07-11 13:05:00,1.16873,1.16893,1.16862,1.16872,232,9,0
2025-07-11 13:10:00,1.16872,1.16898,1.16862,1.16892,218,9,0
2025-07-11 13:15:00,1.16892,1.16892,1.1686,1.1688,244,9,0
2025-07-11 13:20:00,1.1688,1.16946,1.16864,1.16944,304,9,0
2025-07-11 13:25:00,1.1694499999999999,1.16966,1.16933,1.16944,350,9,0
2025-07-11 13:30:00,1.1694499999999999,1.1696,1.1690800000000001,1.16947,379,9,0
2025-07-11 13:35:00,1.16949,1.17033,1.1691,1.17029,475,9,0
2025-07-11 13:40:00,1.17031,1.17136,1.17011,1.17024,757,9,0
2025-07-11 13:45:00,1.17025,1.17025,1.1694499999999999,1.16954,372,9,0
2025-07-11 13:50:00,1.16954,1.16981,1.1692,1.16923,398,9,0
2025-07-11 13:55:00,1.16921,1.16926,1.16882,1.16882,379,9,0
2025-07-11 14:00:00,1.16882,1.16896,1.16853,1.16887,375,9,0
2025-07-11 14:05:00,1.16887,1.16906,1.16853,1.16858,352,9,0
2025-07-11 14:10:00,1.16861,1.16887,1.16834,1.16835,443,9,0
2025-07-11 14:15:00,1.16837,1.16837,1.16736,1.16771,541,9,0
2025-07-11 14:20:00,1.16771,1.16831,1.16764,1.1679599999999999,374,9,0
2025-07-11 14:25:00,1.1679599999999999,1.16824,1.16788,1.16809,275,9,0
2025-07-11 14:30:00,1.16809,1.16895,1.16807,1.16887,361,9,0
2025-07-11 14:35:00,1.16887,1.16901,1.16858,1.1686,285,9,0
2025-07-11 14:40:00,1.1686,1.1688399999999999,1.1684,1.16869,315,9,0
2025-07-11 14:45:00,1.16868,1.1690800000000001,1.1683,1.16899,286,9,0
2025-07-11 14:50:00,1.16898,1.16917,1.16859,1.16916,345,9,0
2025-07-11 14:55:00,1.16916,1.1694,1.16905,1.16915,321,9,0
2025-07-11 15:00:00,1.16914,1.16938,1.16887,1.1691799999999999,357,9,0
2025-07-11 15:05:00,1.16917,1.16947,1.16911,1.16947,209,9,0
2025-07-11 15:10:00,1.16946,1.16953,1.16932,1.16941,202,9,0
2025-07-11 15:15:00,1.16942,1.1695,1.16903,1.16936,240,9,0
2025-07-11 15:20:00,1.1693500000000001,1.16972,1.16927,1.16939,245,9,0
2025-07-11 15:25:00,1.1694,1.16949,1.16914,1.16942,219,9,0
2025-07-11 15:30:00,1.16941,1.17019,1.16941,1.16998,316,9,0
2025-07-11 15:35:00,1.17,1.17036,1.16991,1.17019,241,9,0
2025-07-11 15:40:00,1.17019,1.17037,1.17003,1.1701,249,9,0
2025-07-11 15:45:00,1.1701,1.17021,1.16983,1.16998,225,9,0
2025-07-11 15:50:00,1.16998,1.1700599999999999,1.16953,1.1697,231,9,0
2025-07-11 15:55:00,1.1696900000000001,1.16981,1.16943,1.16957,255,9,0
2025-07-11 16:00:00,1.16955,1.16975,1.16944,1.16956,333,9,0
2025-07-11 16:05:00,1.16957,1.16957,1.16911,1.16934,225,9,0
2025-07-11 16:10:00,1.16933,1.16934,1.16907,1.16931,193,9,0
2025-07-11 16:15:00,1.16931,1.16965,1.16905,1.1693500000000001,233,9,0
2025-07-11 16:20:00,1.1693500000000001,1.16977,1.16896,1.16922,272,9,0
2025-07-11 16:25:00,1.16925,1.16932,1.16895,1.1691799999999999,275,9,0
2025-07-11 16:30:00,1.1691799999999999,1.16927,1.16883,1.16912,227,9,0
2025-07-11 16:35:00,1.16912,1.16926,1.16902,1.16909,196,9,0
2025-07-11 16:40:00,1.16907,1.16922,1.16896,1.16919,178,9,0
2025-07-11 16:45:00,1.16917,1.16968,1.16917,1.16952,247,9,0
2025-07-11 16:50:00,1.16952,1.16975,1.16907,1.1690800000000001,263,9,0
2025-07-11 16:55:00,1.16909,1.16931,1.16901,1.1691,259,9,0
2025-07-11 17:00:00,1.1691,1.16916,1.16894,1.16897,180,9,0
2025-07-11 17:05:00,1.16898,1.16924,1.16893,1.16898,154,9,0
2025-07-11 17:10:00,1.16898,1.16944,1.16893,1.1694,148,9,0
2025-07-11 17:15:00,1.1694,1.16946,1.16924,1.16928,113,9,0
2025-07-11 17:20:00,1.16928,1.16932,1.16866,1.16871,130,9,0
2025-07-11 17:25:00,1.16868,1.1691,1.16862,1.1690800000000001,148,9,0
2025-07-11 17:30:00,1.16906,1.16909,1.1689,1.16906,131,9,0
2025-07-11 17:35:00,1.16906,1.16932,1.16885,1.16923,162,9,0
2025-07-11 17:40:00,1.16923,1.16942,1.16915,1.16927,142,9,0
2025-07-11 17:45:00,1.16928,1.16943,1.16922,1.16923,109,9,0
2025-07-11 17:50:00,1.16924,1.16936,1.16914,1.16922,102,9,0
2025-07-11 17:55:00,1.16922,1.16936,1.16911,1.16931,107,9,0
2025-07-11 18:00:00,1.16931,1.16956,1.16929,1.16933,172,9,0
2025-07-11 18:05:00,1.16931,1.16931,1.16895,1.1690800000000001,243,9,0
2025-07-11 18:10:00,1.1690800000000001,1.1691799999999999,1.16887,1.16902,167,9,0
2025-07-11 18:15:00,1.16903,1.1692,1.16891,1.16909,155,9,0
2025-07-11 18:20:00,1.1691,1.16939,1.16903,1.16936,138,9,0
2025-07-11 18:25:00,1.16936,1.16938,1.16903,1.16906,175,9,0
2025-07-11 18:30:00,1.1690800000000001,1.16936,1.16896,1.16926,151,9,0
2025-07-11 18:35:00,1.16927,1.16931,1.16914,1.16916,136,9,0
2025-07-11 18:40:00,1.16916,1.16923,1.16894,1.16923,142,9,0
2025-07-11 18:45:00,1.16923,1.16937,1.16915,1.16921,122,9,0
2025-07-11 18:50:00,1.16921,1.16927,1.16911,1.1691799999999999,115,9,0
2025-07-11 18:55:00,1.1691799999999999,1.16919,1.16879,1.16881,159,9,0
2025-07-11 19:00:00,1.16883,1.16893,1.16859,1.16866,189,9,0
2025-07-11 19:05:00,1.16867,1.16873,1.16853,1.16866,157,9,0
2025-07-11 19:10:00,1.16866,1.1687400000000001,1.16861,1.16873,121,9,0
2025-07-11 19:15:00,1.16873,1.16916,1.1687,1.16901,172,9,0
2025-07-11 19:20:00,1.16898,1.16911,1.16875,1.16879,147,9,0
2025-07-11 19:25:00,1.16879,1.16899,1.1687400000000001,1.16897,118,9,0
2025-07-11 19:30:00,1.16898,1.16913,1.1689,1.16891,169,9,0
2025-07-11 19:35:00,1.16889,1.16895,1.16877,1.16886,116,9,0
2025-07-11 19:40:00,1.16885,1.16893,1.16866,1.16879,126,9,0
2025-07-11 19:45:00,1.1688,1.16891,1.1687400000000001,1.16883,112,9,0
2025-07-11 19:50:00,1.16883,1.16888,1.16871,1.16871,133,9,0
2025-07-11 19:55:00,1.1687,1.16888,1.1686,1.16875,135,9,0
2025-07-11 20:00:00,1.16877,1.1688,1.1686,1.16866,122,9,0
2025-07-11 20:05:00,1.16866,1.16893,1.16865,1.16893,68,9,0
2025-07-11 20:10:00,1.16893,1.16896,1.16864,1.16868,88,9,0
2025-07-11 20:15:00,1.16868,1.16868,1.1685,1.16855,55,9,0
2025-07-11 20:20:00,1.1685699999999999,1.1685699999999999,1.16819,1.1682,102,9,0
2025-07-11 20:25:00,1.1682,1.16821,1.16806,1.16806,121,9,0
2025-07-11 20:30:00,1.16808,1.16808,1.16783,1.16806,98,9,0
2025-07-11 20:35:00,1.16808,1.1684,1.16803,1.16837,88,9,0
2025-07-11 20:40:00,1.16837,1.16868,1.16834,1.16866,118,9,0
2025-07-11 20:45:00,1.16864,1.16871,1.16851,1.16856,171,9,0
2025-07-11 20:50:00,1.16858,1.16936,1.16856,1.1691799999999999,193,9,0
2025-07-11 20:55:00,1.16916,1.16922,1.16878,1.16902,147,9,0
2025-07-13 21:05:00,1.16662,1.16709,1.16656,1.16684,90,65,0
2025-07-13 21:10:00,1.16673,1.1670099999999999,1.16652,1.16678,88,67,0
2025-07-13 21:15:00,1.16677,1.16686,1.16624,1.16635,85,65,0
2025-07-13 21:20:00,1.16628,1.16644,1.16612,1.16638,79,63,0
2025-07-13 21:25:00,1.16637,1.16653,1.16633,1.16649,41,62,0
2025-07-13 21:30:00,1.1665,1.1665,1.16582,1.16606,55,64,0
2025-07-13 21:35:00,1.16606,1.16618,1.16604,1.16615,55,56,0
2025-07-13 21:40:00,1.16615,1.16683,1.16598,1.16676,107,53,0
2025-07-13 21:45:00,1.16676,1.16681,1.16666,1.16681,48,53,0
2025-07-13 21:50:00,1.16681,1.16707,1.16671,1.1668,72,53,0
2025-07-13 21:55:00,1.1668,1.1669100000000001,1.16669,1.16681,83,53,0
2025-07-13 22:00:00,1.16692,1.16793,1.16681,1.16787,226,22,0
